"method"     , "sim_id", "p_order", "q_order", "time"           , "n_models_tested", "aic"           , "bic"           , "intercept"        , "sigmasq"         , "beta1"           , "beta2"            , "beta3"            , "beta4"          , "alpha1"           , "alpha2"            , "alpha3"          , "alpha4"         , "status" , "error_message"
"stepwise"   ,      100,         1,         3, 15               ,                13, 1959.05676305205, 1984.34441164258, 0.538332384276303  , 0.0476663648234618, 0.246967317982334 ,                    ,                    ,                  , 0.179183935373297  , -0.382520749998468  , 0.39710566087048  ,                  , "Success", ""
"grid_search",        1,         1,         0, 17.3499999999985 ,                  , 1993.61440050912, 2006.25822480439, 0.848183194583306  , 0.088231300355746 , 0.173532109394748 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",        2,         1,         0, 16.2700000000004 ,                  , 2036.68486808927, 2049.32869238453, 0.755880273258503  , 0.155708120906137 , 0.242223353274097 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",        3,         1,         2, 16.25            ,                  , 1996.24234345979, 2017.3153839519 , 0.625235819527079  , 0.066270001485089 , 0.220462386178382 ,                    ,                    ,                  , -0.250885409776408 , 0.415274891556972   ,                   ,                  , "Success", ""
"grid_search",        4,         1,         0, 16.880000000001  ,                  , 2040.36125378684, 2053.00507808211, 0.898781624743592  , 0.0901647607101441, 0.174823749487219 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",        5,         2,         0, 16.2000000000007 ,                  , 2045.8815436662 , 2062.73997605989, 0.717049374701158  , 0.125266818862986 , 0.168530473060586 , 0.124378568620241  ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",        6,         1,         0, 16.0999999999985 ,                  , 2049.51163098578, 2062.15545528105, 0.80749624740994   , 0.115361566734043 , 0.230024082197079 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",        7,         1,         1, 16.3499999999985 ,                  , 2020.40317055121, 2037.2616029449 , 0.175202074893871  , 0.116263323191387 , 0.135467421176897 ,                    ,                    ,                  , 0.681616643201986  ,                     ,                   ,                  , "Success", ""
"grid_search",        8,         1,         0, 17.3599999999969 ,                  , 2009.77239497746, 2022.41621927273, 0.788697365937232  , 0.0748699212806577, 0.229718524233211 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",        9,         1,         0, 16.6400000000031 ,                  , 1993.82630920913, 2006.4701335044 , 0.720423021784625  , 0.0759276949916894, 0.280576428429166 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       10,         1,         3, 16.3199999999997 ,                  , 1929.30549956712, 1954.59314815765, 0.316757915527078  , 0.0738075683769473, 0.139148272127436 ,                    ,                    ,                  , -0.55664492825673  , 0.446275090360533   , 0.614325906848011 ,                  , "Success", ""
"grid_search",       11,         1,         0, 17               ,                  , 2000.78998358394, 2013.4338078792 , 0.885960861665459  , 0.101130500138951 , 0.138781291779525 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       12,         1,         0, 17.6899999999987 ,                  , 1965.76992263931, 1978.41374693457, 0.726531704211435  , 0.0829335937045827, 0.229021207314371 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       13,         1,         0, 16.2900000000009 ,                  , 2038.31885903303, 2050.9626833283 , 0.834689727093027  , 0.113203731137467 , 0.198583167347895 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       14,         1,         0, 16.2299999999996 ,                  , 2029.77481945774, 2042.418643753  , 0.758930515241166  , 0.123020081744904 , 0.255427487743291 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       15,         2,         0, 16.6100000000006 ,                  , 2014.66408762817, 2031.52252002186, 0.861456576917064  , 0.118865432637567 , 0.249090435598214 , -0.0917373942925777,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       16,         1,         3, 17.4300000000003 ,                  , 1990.35949673679, 2015.64714532732, 0.19928916154655   , 0.076591231211971 , 0.147398627821933 ,                    ,                    ,                  , 0.32516886285327   , -0.411933973961142  , 0.725606811726992 ,                  , "Success", ""
"grid_search",       17,         1,         0, 16.4099999999999 ,                  , 2013.91718355434, 2026.5610078496 , 0.796063714461     , 0.0984082863561214, 0.224896559737684 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       18,         1,         0, 16.2400000000016 ,                  , 2048.88716110162, 2061.53098539689, 0.830066558801757  , 0.123783621569955 , 0.207263631010794 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       19,         1,         0, 16.4099999999999 ,                  , 2035.4112728849 , 2048.05509718017, 0.781976980347071  , 0.103700336286011 , 0.240846276470571 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       20,         2,         0, 16.5             ,                  , 2003.35043898371, 2020.2088713774 , 0.732478340680516  , 0.0721815140968615, 0.186121297962445 , 0.093803935452136  ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       21,         1,         1, 16.119999999999  ,                  , 2017.86500186898, 2034.72343426266, 0.405702237457264  , 0.0824525357073735, 0.232209897927832 ,                    ,                    ,                  , 0.367224394110199  ,                     ,                   ,                  , "Success", ""
"grid_search",       22,         3,         1, 16.6399999999994 ,                  , 1985.72149444921, 2011.00914303975, 0.301328712425298  , 0.0734352501719348, 0.130290040440989 , -0.116505096979427 , 0.130986253053953  ,                  , 0.545278457344814  ,                     ,                   ,                  , "Success", ""
"grid_search",       23,         1,         0, 16.6100000000006 ,                  , 2032.19278016148, 2044.83660445675, 0.881301463285872  , 0.0933626077874195, 0.17865558603784  ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       24,         1,         0, 16.5099999999984 ,                  , 2007.31139088085, 2019.95521517611, 0.67456664730716   , 0.0885281608563096, 0.321112180756907 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       25,         1,         0, 16.7000000000007 ,                  , 2038.7084645452 , 2051.35228884046, 0.842546714375325  , 0.108321367118718 , 0.205060272074358 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       26,         1,         0, 16.25            ,                  , 2028.33049772915, 2040.97432202441, 0.894212741480808  , 0.074898592259796 , 0.170762804634222 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       27,         1,         0, 16.6000000000022 ,                  , 1997.60750401538, 2010.25132831065, 0.70467059825203   , 0.0754587807247443, 0.279861775805528 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       28,         1,         0, 16.3700000000026 ,                  , 1961.55664662944, 1974.20047092471, 0.872209015412869  , 0.0456116691910726, 0.150235748745518 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       29,         1,         3, 16.8300000000017 ,                  , 2041.23636737491, 2066.52401596544, 1.50581524708245   , 0.133985106319757 , 0.0381098503910184,                    ,                    ,                  , -0.933776627729708 , -0.096057840398189  , 0.58000020274141  ,                  , "Success", ""
"grid_search",       30,         1,         0, 16.4500000000007 ,                  , 2067.76677941401, 2080.41060370927, 0.818463623389195  , 0.177726892613199 , 0.212122701821453 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       31,         1,         0, 17.5800000000017 ,                  , 1959.34237583678, 1971.98620013204, 0.731239026692351  , 0.056010979609    , 0.247743907857637 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       32,         1,         0, 16.0200000000004 ,                  , 2004.34117648247, 2016.98500077773, 0.790720488031209  , 0.0802629914710213, 0.220545122732316 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       33,         1,         1, 16.8499999999985 ,                  , 2028.14217657991, 2045.0006089736 , 0.191180365433342  , 0.115367281450834 , 0.0919688660335159,                    ,                    ,                  , 0.713314665830041  ,                     ,                   ,                  , "Success", ""
"grid_search",       34,         1,         1, 17.1900000000023 ,                  , 2037.09143716688, 2053.94986956057, 0.444811949177334  , 0.143216574159573 , 0.243160049008672 ,                    ,                    ,                  , 0.303190183204975  ,                     ,                   ,                  , "Success", ""
"grid_search",       35,         1,         3, 16.7199999999975 ,                  , 2005.44281763548, 2030.73046622601, 0.170189789124072  , 0.113258108701878 , 0.168442566325267 ,                    ,                    ,                  , -0.0474544406965753, -0.0183216091445297 , 0.704715804880125 ,                  , "Success", ""
"grid_search",       36,         1,         1, 16.5300000000025 ,                  , 2016.33165327967, 2033.19008567336, 0.0986772625915741 , 0.10292048897617  , 0.177720088185561 ,                    ,                    ,                  , 0.703318643857233  ,                     ,                   ,                  , "Success", ""
"grid_search",       37,         1,         3, 16.2799999999988 ,                  , 1997.60403263048, 2022.89168122101, 0.460809995487922  , 0.0643775087970739, 0.305166837248061 ,                    ,                    ,                  , -0.352483172011771 , 0.106324361913964   , 0.471776435759685 ,                  , "Success", ""
"grid_search",       38,         1,         2, 16.1399999999994 ,                  , 2016.16159876086, 2037.23463925297, 0.266927884261669  , 0.0693446294311425, 0.206991535485016 ,                    ,                    ,                  , -0.0260138134670827, 0.54363473261098    ,                   ,                  , "Success", ""
"grid_search",       39,         1,         0, 16.2800000000025 ,                  , 1979.76126365683, 1992.4050879521 , 0.667672639263049  , 0.138426241034881 , 0.282161026348278 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       40,         1,         3, 17.7900000000009 ,                  , 2014.41996317632, 2039.70761176686, 0.813819102383248  , 0.101838420449671 , 0.0813641747741465,                    ,                    ,                  , 0.0168140036685371 , -0.543556507962941  , 0.660681098418213 ,                  , "Success", ""
"grid_search",       41,         1,         0, 16.4399999999987 ,                  , 2025.08819181889, 2037.73201611416, 0.769159342018472  , 0.0819412669988944, 0.268118582408711 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       42,         1,         3, 16.5200000000004 ,                  , 2046.03965780765, 2071.32730639818, 0.357207936449238  , 0.112950572179684 , 0.22323668436976  ,                    ,                    ,                  , 0.740534665272094  , -0.803167478368281  , 0.482745509633914 ,                  , "Success", ""
"grid_search",       43,         1,         0, 16.989999999998  ,                  , 2015.60949682976, 2028.25332112503, 0.866695709392071  , 0.0911207988702491, 0.175066250788616 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       44,         1,         0, 16.2200000000012 ,                  , 1997.49527332207, 2010.13909761734, 0.745097022145759  , 0.116288631391749 , 0.242431207825231 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       45,         3,         1, 17.1599999999999 ,                  , 2003.91116068304, 2029.19880927357, 0.0637325694847332 , 0.128272272325304 , 0.0996522311861417, -0.0432754731460299, -0.0954203604412554,                  , 0.983427574317669  ,                     ,                   ,                  , "Success", ""
"grid_search",       46,         1,         1, 16.5499999999993 ,                  , 2034.77532846756, 2051.63376086125, 0.425683039163575  , 0.129258743264869 , 0.174479523993401 ,                    ,                    ,                  , 0.397162681524165  ,                     ,                   ,                  , "Success", ""
"grid_search",       47,         1,         2, 15.6899999999987 ,                  , 1962.33893778666, 1983.41197827877, 1.19800217395625   , 0.0509087056543262, 0.238117254260334 ,                    ,                    ,                  , 0.209650283029057  , -0.647551204189742  ,                   ,                  , "Success", ""
"grid_search",       48,         1,         0, 16.2000000000007 ,                  , 1971.4958598014 , 1984.13968409667, 0.669135631015826  , 0.0707424385191492, 0.309968666140449 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       49,         4,         0, 16.2999999999993 ,                  , 2018.36391054611, 2043.65155913665, 0.468336958119325  , 0.103070413448684 , 0.212536952759394 , 0.0864742496869983 , 0.00533285689937637, 0.176295651605219,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       50,         1,         0, 16.760000000002  ,                  , 1991.49484136413, 2004.1386656594 , 0.719156962172256  , 0.0991779500670598, 0.265338351489293 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       51,         2,         0, 16.1700000000019 ,                  , 2037.80198953853, 2054.66042193222, 0.739255609172578  , 0.133999321416922 , 0.172908693933054 , 0.0884360246571775 ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       52,         3,         0, 15.6999999999971 ,                  , 2035.68759573868, 2056.76063623079, 0.683207311504314  , 0.09333817719816  , 0.234262198703744 , -0.0287629948031194, 0.121547706630355  ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       53,         1,         1, 16.2700000000004 ,                  , 2060.27850180907, 2077.13693420276, 0.387974359011801  , 0.140439715355414 , 0.239250399932419 ,                    ,                    ,                  , 0.372667243010828  ,                     ,                   ,                  , "Success", ""
"grid_search",       54,         1,         0, 15.7700000000004 ,                  , 1950.79810117317, 1963.44192546843, 0.847564708922885  , 0.0228960770837148, 0.193492172508701 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       55,         1,         1, 16.1699999999983 ,                  , 1972.54699918989, 1989.40543158358, 0.340414902233892  , 0.0556300206483705, 0.290516741087662 ,                    ,                    ,                  , 0.338517510736755  ,                     ,                   ,                  , "Success", ""
"grid_search",       56,         1,         2, 16.119999999999  ,                  , 2035.85535332082, 2056.92839381293, 1.25216035700733   , 0.100273790499417 , 0.0861752999430086,                    ,                    ,                  , 0.65735185657825   , -0.916822245579717  ,                   ,                  , "Success", ""
"grid_search",       57,         1,         0, 16.4200000000019 ,                  , 1996.52405190544, 2009.16787620071, 0.777468633833596  , 0.0834241862752533, 0.233196761329617 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       58,         1,         2, 16.2900000000009 ,                  , 2065.00112160618, 2086.07416209829, 1.58849661077568   , 0.117755543283383 , 0.226546769875868 ,                    ,                    ,                  , -0.304419480045564 , -0.400472331450951  ,                   ,                  , "Success", ""
"grid_search",       59,         1,         0, 16.9700000000012 ,                  , 2021.95511226445, 2034.59893655971, 1.00416691640658   , 0.0738291796408684, 0.0798776805336919,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       60,         1,         0, 16.1399999999994 ,                  , 2023.79343479192, 2036.43725908719, 0.890096308115522  , 0.099609855900149 , 0.152277740738938 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       61,         1,         2, 16.6599999999999 ,                  , 2008.6346209871 , 2029.70766147922, 1.23259221364132   , 0.116834809488822 , 0.101507844230992 ,                    ,                    ,                  , 0.468579664296879  , -0.775688264145235  ,                   ,                  , "Success", ""
"grid_search",       62,         1,         0, 16.0799999999981 ,                  , 1988.07757110174, 2000.721395397  , 0.676704780349795  , 0.0483196559948958, 0.325528912172041 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       63,         1,         0, 15.9799999999996 ,                  , 2013.27324952353, 2025.9170738188 , 0.862859437030876  , 0.075516316166008 , 0.18013921218151  ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       64,         1,         1, 16.3499999999985 ,                  , 1969.48821687468, 1986.34664926837, 0.364252904105485  , 0.0935439903577067, 0.221934154991486 ,                    ,                    ,                  , 0.380184322901903  ,                     ,                   ,                  , "Success", ""
"grid_search",       65,         1,         0, 16.5599999999977 ,                  , 1975.40791403081, 1988.05173832607, 0.72877056381001   , 0.096159093384844 , 0.23722998145676  ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       66,         2,         0, 16.5900000000001 ,                  , 1991.97625084682, 2008.83468324051, 0.774029545841122  , 0.0984339305321404, 0.117293296201688 , 0.089156199560647  ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       67,         1,         3, 17.0299999999988 ,                  , 2019.80148934759, 2045.08913793812, 0.24806864591257   , 0.0967370511217943, 0.136143229050068 ,                    ,                    ,                  , -0.311404443930143 , 0.186646578011108   , 0.737216511035077 ,                  , "Success", ""
"grid_search",       68,         1,         0, 15.9400000000023 ,                  , 2003.96235287715, 2016.60617717242, 0.804465622739482  , 0.0869579457348531, 0.213948405703603 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       69,         1,         0, 15.9000000000015 ,                  , 2077.33915978105, 2089.98298407631, 0.876257847617947  , 0.13342579087112  , 0.197543872116736 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       70,         1,         0, 16.630000000001  ,                  , 2026.85426562606, 2039.49808992133, 0.859763983153072  , 0.0952846516871794, 0.164547458759845 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       71,         1,         2, 16.7400000000016 ,                  , 2012.52761199583, 2033.60065248794, 0.70039953797941   , 0.0952627424869574, 0.139500270515288 ,                    ,                    ,                  , 0.906340380120943  , -0.734694371753448  ,                   ,                  , "Success", ""
"grid_search",       72,         1,         0, 15.7200000000012 ,                  , 2068.88091320045, 2081.52473749571, 0.84307170046148   , 0.147700498177894 , 0.19634380300672  ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       73,         2,         2, 16.3700000000026 ,                  , 1980.51915534076, 2005.80680393129, 0.503040962602125  , 0.0659238574844386, 0.212732889735654 , 0.125522856519069  ,                    ,                  , -0.446773388009154 , 0.568088222382141   ,                   ,                  , "Success", ""
"grid_search",       74,         3,         1, 16.8300000000017 ,                  , 1999.98382790478, 2025.27147649531, 0.0478587723444352 , 0.0971215084857037, 0.106467450794512 , -0.0300654542968055, -0.11620942676921  ,                  , 0.999999999999721  ,                     ,                   ,                  , "Success", ""
"grid_search",       75,         1,         2, 16.5400000000009 ,                  , 2008.16972664321, 2029.24276713533, 1.44631921860749   , 0.101376862629621 , 0.201397458196339 ,                    ,                    ,                  , -0.0671544864382636, -0.544252594173659  ,                   ,                  , "Success", ""
"grid_search",       76,         2,         0, 16.4199999999983 ,                  , 2027.0761584935 , 2043.93459088719, 0.660626667207683  , 0.0903737843538834, 0.18068548797178  , 0.155474709580491  ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       77,         1,         3, 16.75            ,                  , 1988.57993986472, 2013.86758845525, 0.0216331361622823 , 0.0593406712178338, 0.208325981335539 ,                    ,                    ,                  , 0.159637575819947  , -0.124441956649904  , 0.702402310363108 ,                  , "Success", ""
"grid_search",       78,         1,         0, 16.3299999999981 ,                  , 2035.88315626191, 2048.52698055718, 0.81586481302073   , 0.13475824759424  , 0.191716757888208 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       79,         1,         3, 16.9700000000012 ,                  , 2036.04630393924, 2061.33395252978, 0.174672977310915  , 0.122933230247949 , 0.19542943871887  ,                    ,                    ,                  , 0.331182714291816  , -0.371199588375234  , 0.649511649650464 ,                  , "Success", ""
"grid_search",       80,         1,         3, 16.7199999999975 ,                  , 1970.90551212777, 1996.1931607183 , 0.498432489386172  , 0.0827696953777481, 0.186924511991223 ,                    ,                    ,                  , 0.492236454332318  , -0.713871221365081  , 0.507268723021655 ,                  , "Success", ""
"grid_search",       81,         0,         0, 17.6399999999994 ,                  , 1973.27630358841, 1981.70551978526, 1.06125650201048   , 0.0481896731640361,                   ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       82,         1,         0, 16.7199999999975 ,                  , 2031.33739326651, 2043.98121756178, 0.852034683708129  , 0.121495566375912 , 0.17270951220221  ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       83,         1,         0, 16.3499999999985 ,                  , 2010.68115428572, 2023.32497858099, 0.829450243239479  , 0.0864514844284685, 0.185106085675611 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       84,         1,         1, 16.7099999999991 ,                  , 2013.13213887931, 2029.990571273  , 0.205861886061044  , 0.0866621388261329, 0.140228058297704 ,                    ,                    ,                  , 0.645100890120151  ,                     ,                   ,                  , "Success", ""
"grid_search",       85,         1,         2, 16.0499999999993 ,                  , 2055.95888124108, 2077.03192173319, 0.359493267124882  , 0.161507825163989 , 0.123674165887508 ,                    ,                    ,                  , -0.219695527300485 , 0.739188102172822   ,                   ,                  , "Success", ""
"grid_search",       86,         1,         0, 17.25            ,                  , 2035.46191488361, 2048.10573917888, 0.743927902211646  , 0.155011568814138 , 0.250248164339057 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       87,         1,         0, 16.0199999999968 ,                  , 2040.38161889226, 2053.02544318752, 0.850059668326976  , 0.0759469695469476, 0.216642308771607 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       88,         1,         0, 15.8999999999978 ,                  , 2030.66327441844, 2043.30709871371, 0.73009977336553   , 0.113875591510985 , 0.285420192178307 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       89,         3,         0, 16.0900000000001 ,                  , 1979.09448200541, 2000.16752249752, 0.729839138361119  , 0.0639382759352433, 0.137478644472913 , 0.0103808866601852 , 0.128239885644103  ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       90,         1,         1, 16.489999999998  ,                  , 1973.31031590293, 1990.16874829661, 0.217466348217619  , 0.0665000823260775, 0.104433072884364 ,                    ,                    ,                  , 0.669481652388523  ,                     ,                   ,                  , "Success", ""
"grid_search",       91,         1,         0, 17.6800000000003 ,                  , 1980.88955470551, 1993.53337900078, 0.763401038785267  , 0.122280152608786 , 0.198098801292234 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       92,         4,         0, 16.2900000000009 ,                  , 2015.23310824513, 2040.52075683567, 0.580810267132741  , 0.0974367469910419, 0.221002272317167 , -0.0518757653824952, 0.11943333609713   , 0.110856487021162,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       93,         2,         1, 16.7000000000007 ,                  , 2024.26270855716, 2045.33574904927, 0.00690719274176755, 0.11835024263303  , 0.203354428293294 , -0.181572669355228 ,                    ,                  , 0.968769757936522  ,                     ,                   ,                  , "Success", ""
"grid_search",       94,         1,         0, 16.9699999999975 ,                  , 2026.15203376931, 2038.79585806457, 0.898147984085349  , 0.120467612405976 , 0.127388847266624 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       95,         1,         3, 16.4500000000007 ,                  , 2019.25032445497, 2044.5379730455 , 0.332743641304821  , 0.102069431867318 , 0.170189416608645 ,                    ,                    ,                  , 0.541379169168773  , -0.671474649210151  , 0.622605182798788 ,                  , "Success", ""
"grid_search",       96,         1,         0, 16.9000000000015 ,                  , 2017.78536664062, 2030.42919093588, 0.854406865078936  , 0.118803217017515 , 0.178650197425645 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       97,         1,         0, 16.5400000000009 ,                  , 2029.5670038367 , 2042.21082813196, 0.813993500686807  , 0.102235479683357 , 0.214047904099755 ,                    ,                    ,                  ,                    ,                     ,                   ,                  , "Success", ""
"grid_search",       98,         1,         3, 16.1100000000006 ,                  , 2069.63562326756, 2094.92327185809, 0.320960671060118  , 0.12954423818258  , 0.113934971370568 ,                    ,                    ,                  , 0.868788916098986  , 0.247718709371035   , -0.537094674944563,                  , "Success", ""
"grid_search",       99,         4,         0, 16.6100000000006 ,                  , 2008.55914146923, 2033.84679005976, 0.590584395438075  , 0.0814386348887347, 0.261779080959578 , -0.0641400241826749, 0.0599040418671642 , 0.132817460523692,                    ,                     ,                   ,                  , "Success", ""
"grid_search",      100,         1,         3, 16.0799999999981 ,                  , 1959.05676305205, 1984.34441164258, 0.538332384276303  , 0.0476663648234618, 0.246967317982334 ,                    ,                    ,                  , 0.179183935373297  , -0.382520749998468  , 0.39710566087048  ,                  , "Success", ""
